Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
18733,2/8/2021,Mortgage Bankers Association,Electronic,Yes,6,,,,Yes,,,
18734,2/8/2021,WINCHESTER SAVINGS BANK,Electronic,,1,,,,Yes,,,Yes
18735,2/8/2021,The Windsor School,Electronic,,752,Yes,Yes,,,Yes,,
19819,2/8/2021,Roman Catholic Diocese of Lafayette-in-Indiana,Electronic,,3,,Yes,,,,,
19820,2/8/2021,Washington International School,Electronic,,1,Yes,,,,Yes,,
18731,2/9/2021,"Wells Fargo Bank, N.A.",Electronic,Yes,4,,Yes,,,Yes,,
18732,2/9/2021,Fletcher Tilton PC,Paper,Yes,22,Yes,,,,Yes,,
18726,2/9/2021,Southwest Veterinary Hospital,Paper,Yes,1,,,,Yes,Yes,,
18727,2/9/2021,Great Northern Corporation,Electronic,Yes,3,Yes,Yes,Yes,,Yes,,
18728,2/9/2021,"Globalstar, Inc.",Electronic,Yes,5,,Yes,,,Yes,,
18729,2/9/2021,St. John's School,Electronic,,9,Yes,Yes,,,Yes,,
18725,2/10/2021,"American Express Travel Related Services Company, Inc.",Electronic,,30,,,,Yes,,,
18781,2/10/2021,Laurel School,Electronic,,14,Yes,,,,Yes,,
18782,2/10/2021,"City of Ellensburg, Washington",Electronic,Yes,3,,,Yes,,Yes,,
18783,2/10/2021,"High Falls Advisors, Inc.",Electronic,Yes,12,,Yes,Yes,,,,
18754,2/10/2021,"DACdb, LLC",Electronic,Yes,23,,,,Yes,Yes,,
18755,2/10/2021,The Savings Bank,Electronic,Yes,1,,Yes,,,Yes,,
18756,2/10/2021,Spaulding Rehabilitation Network,Electronic,Yes,1,,,,,,,
18757,2/10/2021,Main Street Bank,Electronic,,2,,,,Yes,,,
18768,2/11/2021,Berwick Academy,Electronic,,128,Yes,,,,Yes,,
18769,2/11/2021,"Rakuten USA, Inc. DBA Rakuten Americas",Electronic,Yes,252,Yes,,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
18770,2/11/2021,South Jersey Industries,Electronic,Yes,4,Yes,Yes,,,Yes,,
18771,2/11/2021,"Wells Fargo Bank, N.A.",Electronic,Yes,1,,Yes,,,Yes,,
18772,2/11/2021,"Citywide Home Loans, LLC",Electronic,Yes,131,Yes,Yes,Yes,Yes,Yes,,
18773,2/11/2021,"Walsh Brothers Construction, Inc.",Electronic,Yes,312,Yes,Yes,Yes,,Yes,,
18774,2/11/2021,Light Tower Financial Strategies,Electronic,Yes,175,Yes,Yes,,,Yes,,
18775,2/11/2021,"Norwood School, Inc.",Electronic,,2,,Yes,,,Yes,,
18776,2/11/2021,Principal Life Insurance Company,Electronic,Yes,1,Yes,,Yes,,Yes,,
18777,2/11/2021,"Reliant Medical Group, Inc.",Paper,,1,Yes,,,,Yes,,
18778,2/11/2021,The Village Bank,Electronic,,1,,,,Yes,,,
18779,2/11/2021,The Village Bank,Electronic,,2,,,,Yes,,,
18780,2/11/2021,The Village Bank,Electronic,,1,,,,Yes,,,
18764,2/12/2021,"Andres Construction Services, LLC",Electronic,Yes,1,Yes,,,,Yes,,
18765,2/12/2021,"Bowling Green Inn of Pensacola, LLC d/b/a Twelve Oaks Recovery Center",Electronic,Yes,26,Yes,,,,Yes,,
18766,2/12/2021,Greater Des Moines Botanical Garden,Electronic,,2,,Yes,,,,,
18767,2/12/2021,WINCHESTER SAVINGS BANK,Electronic,,7,,Yes,,Yes,,,
18784,2/12/2021,Eastern Bank,Electronic,,2356,,,,Yes,,,
18785,2/12/2021,Main Street Bank,Electronic,,1,,,,Yes,,,
18786,2/12/2021,The Commonwealth of Massachusetts Department of Revenue,Electronic,Yes,1,Yes,,,,Yes,,
18787,2/12/2021,"Williams-Sonoma, Inc.",Electronic,Yes,1,,,,Yes,,,
18763,2/15/2021,Cintas Corporation,Electronic,Yes,4,,Yes,Yes,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
18758,2/16/2021,Vitamin Portfolio,Electronic,Yes,684,,,,Yes,,,
18759,2/16/2021,"Westlake Hardware, Inc",Electronic,Yes,2,Yes,,,,Yes,,
18760,2/16/2021,Goodwin Procter LLP,Electronic,,79,Yes,Yes,,,Yes,,
18761,2/16/2021,"Global Eagle Entertainment, Inc.",Electronic,Yes,2,Yes,,,,Yes,,
18762,2/16/2021,ExamOne (a Quest Diagnostics company),Paper,,1,,,Yes,,Yes,,
18788,2/17/2021,Trinity Christian College,Electronic,,1,Yes,,,,Yes,,
18789,2/17/2021,ST. MARY'S CREDIT UNION,Electronic,,1,,,,Yes,,,
18790,2/17/2021,Symetra Life Insurance Company,Paper,Yes,1,Yes,Yes,,,Yes,,
18791,2/17/2021,The Richards Group,Electronic,Yes,227,Yes,Yes,Yes,Yes,Yes,,
18830,2/17/2021,"S3 Design, Inc.",Electronic,Yes,19,Yes,Yes,,,Yes,,
18828,2/18/2021,Dr. Dennis Gross Skincare LLC,Electronic,Yes,6,Yes,Yes,,,Yes,,
18829,2/18/2021,Eagke Bank,Electronic,,3,,,,Yes,,,
18823,2/18/2021,Rodman Ford Sales Inc.,Electronic,Yes,167,Yes,Yes,,Yes,Yes,,
18824,2/18/2021,SAVERS BANK,Electronic,,9,,,,Yes,,,
18825,2/18/2021,Kemper CPA Group LLP,Electronic,Yes,1,Yes,,,,Yes,,
18826,2/18/2021,Florence Bank,Electronic,Yes,1,Yes,,,,Yes,,
18827,2/19/2021,Fall River Municipal Credit Union,Electronic,Yes,2,Yes,,,,Yes,,
18813,2/19/2021,"Hazen Bancorporation, Inc. dba Union State Bank of Hazen",Electronic,Yes,2,,Yes,,,Yes,,
18814,2/19/2021,"Southeastern Minnesota Center for Independent Living, Inc",Electronic,Yes,2,Yes,,,,Yes,,
18815,2/19/2021,E & J Gallo Winery,Electronic,Yes,78,Yes,Yes,Yes,,Yes,,
18816,2/19/2021,The Kroger Co. and its affiliated companies,Electronic,Yes,300,Yes,,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
18817,2/19/2021,"Olema Pharmaceuticals, Inc.",Electronic,Yes,2,Yes,,,,Yes,,Yes
18818,2/19/2021,St. Mary Credit Union,Electronic,,1,,,,Yes,,,
18819,2/19/2021,"SESAC Rights Management, Inc.",Paper,,2,Yes,,,,Yes,,
18820,2/19/2021,"Young's Holdings, Inc",Electronic,Yes,10,,,,Yes,,,
18821,2/19/2021,ST. MARY'S CREDIT UNION,Electronic,,10,,,,Yes,,,
18822,2/19/2021,The Village Bank,Electronic,,23,,,,Yes,,,
18811,2/21/2021,"Setuno, Inc. d/b/a Shopping Cart Elite",Electronic,Yes,37,,,,Yes,,,
18812,2/22/2021,"American Express Travel Related Services Company, Inc.",Electronic,,4,,,,Yes,,,
18799,2/22/2021,"Worldwide Facilities, LLC",Electronic,Yes,37,Yes,,Yes,,Yes,,
18800,2/22/2021,"ASAP Ministries, Inc.",Electronic,,1,,Yes,,Yes,,,
18801,2/22/2021,San Francisco University High School,Electronic,,5,Yes,,,,Yes,,
18802,2/22/2021,St. Mary's Credit Union,Electronic,,2,,,,Yes,,,
18803,2/22/2021,"ITOCHU International, Inc.",Electronic,Yes,8,Yes,,,,Yes,,
18804,2/22/2021,Liberty Healthcare Corporation,Both,,2,Yes,,,,Yes,,
18805,2/22/2021,"Bleakley Platt & Schmidt, LLP",Electronic,Yes,1,,,,Yes,,,
18806,2/22/2021,ITOCHU Chemicals America Inc,Electronic,Yes,1,Yes,,Yes,,Yes,,
18807,2/22/2021,Tufts Health Plan,Electronic,Yes,1,Yes,,,,Yes,,
18808,2/22/2021,Maine Drilling and Blasting,Electronic,Yes,308,Yes,Yes,Yes,Yes,Yes,,
18809,2/22/2021,WINCHESTER SAVINGS BANK,Electronic,,7,,,,Yes,,,
18834,2/22/2021,Spaulding Rehabilitation Network,Paper,Yes,1,,,,,Yes,,
18842,2/22/2021,"T-Mobile USA, Inc.",Electronic,Yes,,Yes,,Yes,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
18843,2/22/2021,"Sequoia Capital Operations, LLC",Electronic,Yes,22,Yes,,,,Yes,,
18844,2/22/2021,Adams Community Bank,Electronic,Yes,5,Yes,Yes,,,,,
18845,2/22/2021,Adams Community Bank,Electronic,Yes,1,Yes,Yes,,,Yes,,
18832,2/22/2021,Spaulding Rehabilitation Network,Electronic,Yes,1,,,,,,,
18793,2/23/2021,Jacuzzi Inc.,Electronic,Yes,3,Yes,Yes,,,Yes,,
18794,2/23/2021,The Arc of Chester County,Electronic,Yes,1,Yes,,,,Yes,,
18795,2/23/2021,"Ultra Clean Holdings, Inc.",Electronic,Yes,7,Yes,,Yes,,Yes,,
18796,2/23/2021,Rockland Trust,Paper,Yes,1,Yes,Yes,,,Yes,,
18797,2/23/2021,"The Vanguard Group, Inc",Electronic,Yes,1,,Yes,,,,,
18798,2/23/2021,The Village Bank,Electronic,,1,,,,Yes,,,
18792,2/24/2021,Le Meridien Dania Beach Hotel,Electronic,Yes,1,Yes,,,,Yes,,
18833,2/24/2021,First Bank,Electronic,Yes,1,Yes,,,,Yes,,
19837,2/24/2021,Franklin Apprenticeships,Electronic,Yes,1,Yes,,,,Yes,,
19838,2/24/2021,"Royal Cup, Inc",Electronic,Yes,1,Yes,,,,Yes,,
19839,2/24/2021,"Scythian Real Estate Fund, LLC",Electronic,Yes,2,Yes,Yes,,,Yes,,
19840,2/24/2021,"Tabula Rasa HealthCare Group, Inc., d/b/a Peak TPA",Electronic,Yes,2875,Yes,,,,Yes,,
19841,2/24/2021,St. Luke's School,Electronic,,20,Yes,,,,Yes,,
18835,2/24/2021,The Commonwealth of Massachusetts Executive Office of Health and Human Services,Electronic,Yes,23,Yes,,,,Yes,,
18836,2/24/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
18837,2/24/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
18838,2/24/2021,Mutual One Bank,Electronic,,6,,,,Yes,,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
18839,2/24/2021,"North American Savings Bank, F.S.B.",Electronic,Yes,3,Yes,,Yes,,Yes,,
18840,2/24/2021,Main Street Bank,Electronic,,13,,,,Yes,,,
19832,2/25/2021,Root Insurance Company,Electronic,,276,Yes,,Yes,,Yes,,
19833,2/25/2021,Woodstream Corporation,Electronic,Yes,1,Yes,Yes,,,Yes,,
19834,2/25/2021,Igoe & Company Incorporated,Electronic,,10,Yes,,,,Yes,,
19835,2/25/2021,Beaumont Health Foundation,Electronic,,3,,Yes,,,,,
19836,2/25/2021,"JPMorgan Chase Bank, N.A.",Electronic,Yes,1,Yes,,,,Yes,,
19822,2/26/2021,"BSN Sports, LLC",Electronic,Yes,475,,,,Yes,,,
19823,2/26/2021,Woodruff Sawyer & Co,Paper,Yes,1,Yes,Yes,,,Yes,,
19824,2/26/2021,The Hanover Insurance Company,Electronic,Yes,10658,Yes,,Yes,,Yes,,
19825,2/26/2021,Quicken Inc.,Electronic,,10,,Yes,Yes,,Yes,,
19826,2/26/2021,International Medical Corps,Electronic,,123,,Yes,,,,,
19827,2/26/2021,Massachusetts General Hospital,Electronic,Yes,1,,Yes,,,,,
19828,2/26/2021,The Home for the Little Wanderers,Electronic,Yes,467,Yes,Yes,Yes,Yes,Yes,,
19829,2/26/2021,Rockland Trust,Electronic,Yes,2,,Yes,,,,,
19830,2/26/2021,Volunteers of America Chesapeake & Carolinas,Electronic,,1,Yes,,,,Yes,,
19831,2/26/2021,"M&R Electronic Systems, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
19855,2/26/2021,Camden National Bank,Electronic,,6,Yes,,,,Yes,,
19821,2/28/2021,Landmark Christian School,Electronic,,1,Yes,,,,Yes,,
19809,3/1/2021,Team One Adjusting Services,Electronic,Yes,4,Yes,Yes,Yes,,Yes,,
19810,3/1/2021,Vermont State Colleges,Electronic,,10,,Yes,,,,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
19811,3/1/2021,Holderness School,Electronic,,503,Yes,Yes,,,Yes,,
19812,3/1/2021,Franklin County Regional Housing & Redevelopment Authority,Electronic,Yes,1,Yes,,,,,,
19813,3/1/2021,"American Express Travel Related Services Company, Inc",Electronic,,56,,,,Yes,,,
19814,3/1/2021,Integon National Insurance Company,Electronic,Yes,1691,,,Yes,,Yes,,
19815,3/1/2021,ExamOne (a Quest Diagnostics company),Paper,,1,,,Yes,,Yes,,
19816,3/1/2021,The Village Bank,Electronic,,1,,,,Yes,,,
19817,3/1/2021,WINCHESTER SAVINGS BANK,Electronic,,3,,,,Yes,,,
19818,3/1/2021,"BW Homecare Holdings, LLC,
d.b.a. Elara Caring",Electronic,Yes,3926,Yes,Yes,Yes,Yes,Yes,,
19843,3/2/2021,Main Street Bank,Electronic,,1,,,,Yes,,,
19845,3/2/2021,"Ally Align Health, Inc.",Electronic,Yes,22,Yes,,,,Yes,,
19846,3/2/2021,Massachusetts Defined Contribution CORE Retirement Plan,Electronic,Yes,6,Yes,,,,Yes,,
19802,3/2/2021,The Hartford Fire Insurance Company,Electronic,Yes,175,,,Yes,,Yes,,
19803,3/2/2021,K.I.M. Co. Refrigeration Corporation,Electronic,Yes,6,Yes,,Yes,,Yes,,
19804,3/2/2021,"Strat-O-Matic Media, LLC",Electronic,Yes,84,,,,Yes,Yes,,
19805,3/2/2021,Cardinal Logistics Management Corp,Electronic,Yes,686,Yes,Yes,Yes,,Yes,,
19806,3/2/2021,Marquis Management LLC,Electronic,Yes,525,Yes,,,,Yes,,
19807,3/2/2021,Port of Kennewick,Electronic,Yes,1,Yes,,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
19808,3/2/2021,Salem Five Cents Savings Bank,Electronic,,8,,,,Yes,,,
19848,3/2/2021,"Nagel & Padilla, LLC",Electronic,Yes,4,Yes,,Yes,,Yes,,
19849,3/2/2021,"Aduro, LLC",Electronic,,2,,,,,Yes,,
19850,3/2/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
19851,3/2/2021,"Summit Behavioral Healthcare, LLC",Electronic,Yes,9,Yes,,,,Yes,,
19852,3/2/2021,University Hospital,Electronic,Yes,,Yes,Yes,Yes,,Yes,,
19853,3/2/2021,"Cornerstone Care, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
19854,3/2/2021,"WMS Partners, LLC",Electronic,Yes,11,,Yes,,,,,
19792,3/3/2021,"Blackhawk Mining, LLC",Electronic,Yes,3,Yes,,,,Yes,,
19793,3/3/2021,"Sachs Sax Caplan, P.L.",Electronic,Yes,26,Yes,Yes,,Yes,Yes,,
19794,3/3/2021,"Forest Ridge Apartments c/o Taymil Partners, LLC",Electronic,Yes,3,,Yes,Yes,,Yes,,
19795,3/3/2021,Jackson National Life Insurance Company,Paper,,,Yes,Yes,,,Yes,,
19796,3/3/2021,Lake Forest College,Electronic,Yes,41,Yes,Yes,,,Yes,,
19797,3/3/2021,Webster Five Cents Savings Bank,Electronic,,9,,,,Yes,,,
19798,3/3/2021,"Harry Norman, REALTORS",Electronic,Yes,3,Yes,,,,Yes,,
19799,3/3/2021,"Quanta Technology, LLC",Electronic,Yes,3,Yes,,,,Yes,,
19800,3/3/2021,Webster Five Cents Savings Bank,Electronic,,18,,,,Yes,,,
19801,3/3/2021,Webster Five Cents Savings Bank,Electronic,,3,,,,Yes,,,
18841,3/3/2021,Aflac Incorporated,Paper,Yes,9,Yes,,,,Yes,,
18831,3/3/2021,29 Flatbush LLC,Electronic,Yes,3,Yes,Yes,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
19847,3/4/2021,Humana Inc.,Electronic,,8,Yes,,,,Yes,,
19844,3/4/2021,Main Street Bank,Electronic,,3,,,,Yes,,,
19842,3/4/2021,"Williams-Sonoma, Inc.",Electronic,Yes,1,,,,Yes,,,
19880,3/4/2021,CT Management LLC,Paper,Yes,8,Yes,Yes,,,Yes,,
19881,3/4/2021,Los Angeles Philharmonic Association,Electronic,Yes,80,Yes,,,,Yes,,
19882,3/4/2021,La Jolla Country Day School,Electronic,,26,Yes,,,,Yes,,
19883,3/4/2021,Americold Realty Trust,Electronic,Yes,1216,Yes,Yes,Yes,Yes,Yes,,
18810,3/4/2021,"SCI Shared Resources, LLC",Paper,Yes,15,Yes,,,,Yes,,
19866,3/5/2021,Morris 4x4,Electronic,Yes,12,,,,Yes,,,
19867,3/5/2021,TractManager Holdings LLC,Electronic,Yes,1,Yes,,,,Yes,,
19868,3/5/2021,"Fidelitone, Inc.",Electronic,Yes,180,Yes,Yes,Yes,,Yes,,
19869,3/5/2021,Zumiez Canada Holding Inc,Electronic,Yes,10,,,,Yes,,,
19870,3/5/2021,Stanley Clark School,Electronic,Yes,8,Yes,,,,Yes,,
19871,3/5/2021,The American Armed Forces Mutual Aid Association,Electronic,Yes,1058,Yes,Yes,,,Yes,,
19872,3/5/2021,Wayzata Investment Partners LLC,Electronic,,3,Yes,Yes,Yes,,Yes,,
19873,3/5/2021,"Wells Fargo Bank, N.A",Electronic,Yes,1,,Yes,,,Yes,,
19874,3/5/2021,"American Express Travel Related Services Company, Inc.",Electronic,,11,,,,Yes,,,
19876,3/5/2021,"Sandhills Medical Foundation, Inc.",Electronic,,3,Yes,,Yes,,Yes,,
19877,3/5/2021,Rockland Trust Company,Electronic,Yes,382,,Yes,,,Yes,,
19878,3/5/2021,Watertown Savings Bank,Electronic,,17,,,,Yes,,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
19879,3/5/2021,WINCHESTER SAVINGS BANK,Electronic,,1,,,,Yes,,,
19865,3/6/2021,Metromile Insurance Company,Electronic,Yes,549,,,Yes,,Yes,,
19885,3/8/2021,Adams Community Bank,Electronic,,1,,,,Yes,,,
19886,3/8/2021,Adams Community Bank,Electronic,,1,,,,Yes,,,
19887,3/8/2021,Adams Community Bank,Electronic,Yes,4,Yes,,,,Yes,,
19888,3/8/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
19889,3/8/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
19890,3/8/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
19891,3/8/2021,Mutual One Bank,Paper,,1,,,,Yes,,,
19892,3/8/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
19893,3/8/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
19894,3/8/2021,Mutual One Bank,Electronic,,,,,,Yes,,,
19895,3/8/2021,Eastern Bank,Electronic,,443,,,,Yes,,,
19896,3/8/2021,"Brigham, Osborn & Scarborough, LLC",Electronic,Yes,13,,Yes,,,,,
19861,3/8/2021,The Bond Clinic P.A.,Electronic,Yes,1,Yes,,,,Yes,,
19862,3/8/2021,"KEH, Inc.",Electronic,Yes,2,,,Yes,Yes,,,
19863,3/8/2021,Roman Catholic Diocese of Fall River,Electronic,Yes,72,Yes,Yes,,Yes,Yes,,
19864,3/8/2021,The Village Bank,Electronic,,1,,,,Yes,,,
19884,3/9/2021,Western Overseas Corporation,Electronic,Yes,4,,,Yes,Yes,Yes,,
19856,3/9/2021,Rumsey Hall School,Electronic,,11,Yes,,,,Yes,,
19857,3/9/2021,"The New London Hospital Association, Inc.",Electronic,Yes,647,Yes,,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
19858,3/9/2021,"The Galloway Schools, Inc.",Electronic,,11,,Yes,Yes,,Yes,,
19859,3/9/2021,"Mercy LIFE, Inc.",Electronic,Yes,396,Yes,,,,Yes,,
19860,3/9/2021,Lincoln Financial Group,Electronic,Yes,1,Yes,Yes,,,Yes,,
18846,3/9/2021,Island Hotel Company Limited doing business as Atlantis Paradise Island,Electronic,Yes,478,Yes,Yes,Yes,Yes,Yes,,
19897,3/10/2021,Southern Mass Credit Union,Electronic,Yes,1,,Yes,,,Yes,,
19898,3/10/2021,Overseas Service Corporation,Electronic,,1,Yes,,,,Yes,,
19899,3/10/2021,Museum of the American Revolution,Electronic,Yes,15,,Yes,,,Yes,,
19909,3/10/2021,"Bruckner Truck Sales, Inc.",Electronic,Yes,3,Yes,,Yes,,Yes,,
19953,3/10/2021,"Dawson James Securities, Inc.",Electronic,Yes,78,Yes,,,,Yes,,
19936,3/11/2021,Perkins & Co,Electronic,,15,Yes,Yes,Yes,Yes,Yes,,
19937,3/11/2021,Morr Dental Transitions,Electronic,Yes,508,Yes,Yes,Yes,Yes,Yes,,
19938,3/11/2021,"Kitestring Consulting, Inc",Electronic,,3,Yes,Yes,Yes,,Yes,,
19939,3/11/2021,"Cleveland Integrity Systems, Inc.",Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
19940,3/11/2021,The Buckley School,Electronic,,31,,Yes,,,Yes,,
19941,3/11/2021,"Pan-American Life Insurance Group, Inc",Electronic,Yes,3,Yes,Yes,Yes,,Yes,,
19942,3/11/2021,Massachusetts General Hospital,Electronic,Yes,4,Yes,,,,Yes,,
19943,3/11/2021,Epicor Software Corporation,Electronic,Yes,2,Yes,Yes,,,Yes,,
19944,3/11/2021,"American Express Travel Related Services Company, Inc.",Electronic,,3,,,,Yes,,,
19945,3/11/2021,Norwich University,Electronic,,10,Yes,Yes,,Yes,Yes,,
19946,3/11/2021,"Hidden Mountain Resort, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
19947,3/11/2021,"MPE GP III, LLC",Electronic,,1,Yes,Yes,,,Yes,,
19948,3/11/2021,"Signify Health, LLC",Electronic,Yes,14,Yes,,,,Yes,,
19949,3/11/2021,Rockland Trust,Paper,Yes,1,Yes,Yes,Yes,,Yes,,
19950,3/11/2021,Rockland Trust,Paper,Yes,1,Yes,Yes,Yes,,Yes,,
19951,3/11/2021,Rockland Trust,Paper,Yes,1,,Yes,,,Yes,,
19952,3/11/2021,Rockland Trust,Paper,Yes,1,Yes,Yes,,,Yes,,
19929,3/12/2021,"Finnegan, Henderson, Farabow, Garrett & Dunner, LLP",Electronic,,67,Yes,,,,Yes,,
19930,3/12/2021,Transform SR Holding Management LLC,Electronic,Yes,,,Yes,,,,,
19931,3/12/2021,The L.S. Starrett Company,Electronic,Yes,3,Yes,Yes,,,Yes,,
19932,3/12/2021,"Wells Fargo Bank, N.A.",Electronic,Yes,1,,Yes,,,Yes,,
19933,3/12/2021,Arbella Insurance Group,Electronic,Yes,91,Yes,,Yes,,Yes,,
19934,3/12/2021,Glaukos Corp.,Electronic,Yes,7,Yes,Yes,,,Yes,,
19935,3/12/2021,"D.K. Briery, CPA, PLC",Electronic,Yes,5,Yes,Yes,Yes,,Yes,,
19928,3/13/2021,Barry University,Electronic,,23,,Yes,,,,,
19956,3/15/2021,Reliance Standard Life Insurance Company,Paper,Yes,21,,Yes,,,Yes,,
19911,3/15/2021,Bank of America,Paper,,1,,Yes,,,Yes,,
19919,3/15/2021,IntelliSource,Electronic,Yes,8,Yes,,,,Yes,,
19920,3/15/2021,Quality CPR Care LLC dba American CPR Care Association,Electronic,Yes,351,,,,Yes,,,
19921,3/15/2021,"American Express Travel Related Services Company, Inc.",Electronic,,1,,,,Yes,,,
19922,3/15/2021,CPR AED Course LLC dba American Health Care Academy,Electronic,Yes,869,,,,Yes,,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
19923,3/15/2021,Alameda-Contra Costa Transit District,Electronic,Yes,2,Yes,,,,Yes,,
19924,3/15/2021,"Aero Charter, Inc.",Electronic,,2,,,Yes,Yes,Yes,,
19925,3/15/2021,"Flagstar Bank, FSB",Electronic,,18410,Yes,Yes,,,Yes,,
