Assigned Breach Number,Year,Date Reported To OCA,Organization Name,MA Residents Affected,Breach Occured at Reporting Entity,SSN Breached,Drivers Licenses Breached,Account Number Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
16652,2020,3/19/2020,Firstmark Services,1,1,0,0,1,0,0,0,0
16661,2020,3/19/2020,National Grid,1,1,1,1,0,0,1,0,0
16662,2020,3/20/2020,Cirtec Medical Corporation,583,1,1,1,0,0,1,0,0
16663,2020,3/20/2020,Discover Financial Services,40,0,0,0,0,1,0,0,0
16664,2020,3/20/2020,General Electric Company,487,0,1,1,1,0,1,0,0
16665,2020,3/20/2020,Savers Bank,1,0,0,0,0,1,0,0,0
16666,2020,3/20/2020,Mutual One Bank,1,0,0,0,0,1,0,0,0
16667,2020,3/20/2020,Adams Community Bank,1,0,0,0,0,1,0,0,0
16668,2020,3/20/2020,Discover Financial Services,9,0,0,0,0,1,0,0,0
16659,2020,3/20/2020,Steele County,2,1,0,1,0,0,0,0,0
16660,2020,3/20/2020,Censeo Consulting Group Inc,4,1,1,0,0,0,1,0,0
16670,2020,3/22/2020,"The Roasterie, Inc",27,1,0,0,0,1,1,0,0
16672,2020,3/23/2020,North Shore Medical Center,1,1,1,0,0,0,1,0,0
16673,2020,3/23/2020,Hajoca Corporation,170,1,0,0,0,1,1,0,0
16674,2020,3/23/2020,Mutual One Bank,1,0,0,0,0,1,0,0,0
16675,2020,3/23/2020,Mutual One Bank,1,0,0,0,0,1,0,0,0
16676,2020,3/23/2020,"Enerco Group, Inc.",12,1,0,0,1,1,1,0,0
16679,2020,3/23/2020,"Ciccone, Koseff & Company, P.C.",3,1,1,0,1,0,1,0,0
16680,2020,3/24/2020,Legacy Mutual Mortgage,5,1,1,0,0,0,1,0,0
16678,2020,3/24/2020,"Matrix Absence Management, Inc.",3,1,1,0,1,0,1,0,0
16696,2020,3/25/2020,VMS Fund Administration LLC,48,1,1,0,0,0,1,0,0
16697,2020,3/25/2020,BFS Capital,1,1,1,0,0,0,1,0,0
16698,2020,3/25/2020,"Rosenfelt, Siegel & Goldberg CPA",7,1,1,0,0,0,1,0,0
16699,2020,3/25/2020,Total Quality Logistics,32,1,1,0,1,0,1,0,0
16592,2020,3/25/2020,The Village Bank,2,0,0,0,0,1,0,0,0
16677,2020,3/26/2020,WINCHESTER SAVINGS BANK,1,0,0,0,0,1,0,0,0
16693,2020,3/26/2020,Farm Family Casualty Insurance Company,21,0,1,0,0,0,1,0,0
16694,2020,3/26/2020,Bristol Bay Native Corporation,2,1,1,0,0,0,1,0,0
16695,2020,3/26/2020,"Federated Group, Inc.",1,1,1,0,1,0,1,0,0
16687,2020,3/27/2020,"Nature's Way Brands, LLC",18,1,1,1,1,0,1,0,0
16688,2020,3/27/2020,"American Express Travel Related Services Company, Inc.",8,0,0,0,0,1,0,0,0
16690,2020,3/27/2020,"Purcell Communications, Inc.",1,1,1,0,0,0,1,0,0
16691,2020,3/27/2020,"American Express Travel Related Services Company, Inc",3,0,0,0,0,1,0,0,0
16692,2020,3/27/2020,The Village Bank,1,0,0,0,0,1,0,0,0
16683,2020,3/30/2020,UniBank for Savings,1,0,0,0,1,0,0,0,0
16684,2020,3/30/2020,The Village Bank,3,0,0,0,0,1,0,0,0
16685,2020,3/30/2020,"American Express Travel Related Services Company, Inc.",1,0,0,0,0,1,0,0,0
16686,2020,3/30/2020,"American Express Travel Related Services Company, Inc.",1,0,0,0,0,1,0,0,0
16701,2020,3/30/2020,Zerbee LLC,50,1,0,0,0,1,0,0,0
16703,2020,3/30/2020,Main Street Bank,1,0,0,0,0,1,0,0,0
16706,2020,3/30/2020,Mutual One Bank,1,0,0,0,0,1,0,0,0
16707,2020,3/30/2020,Mutual One Bank,1,0,0,0,0,1,0,0,0
16708,2020,3/30/2020,"Tann, Brown, & Russ Co",1,1,1,0,0,0,1,0,0
16702,2020,3/31/2020,The Huntington National Bank,2,1,0,0,1,0,1,0,0
16681,2020,3/31/2020,Jamaica National Bank,834,1,1,1,1,1,1,0,0
16700,2020,3/31/2020,Intuit,3,1,1,1,1,0,1,0,0
16714,2020,3/31/2020,"Freedom Financial Network, LLC",18,0,1,0,0,1,1,0,0
16715,2020,3/31/2020,"Confidio, LLC",2,1,1,0,0,0,1,0,0
16716,2020,3/31/2020,National Institute for Automotive Service Excellence,247,1,0,0,0,1,0,0,0
16717,2020,3/31/2020,Virginia Commonwealth University Health System,15,1,1,0,0,0,1,0,0
16718,2020,3/31/2020,St. Mary's Credit Union,1,0,0,0,1,0,0,0,0
16719,2020,3/31/2020,"Brown Edwards & Company, L.L.P.",1,1,1,0,0,0,1,0,0
16705,2020,4/1/2020,"Plano Synergy Holdings, Inc",4,1,0,0,1,0,0,0,0
16710,2020,4/1/2020,"FC Compassus, LLC",2,1,1,0,0,0,1,0,0
16711,2020,4/1/2020,"TTV Capital, LLC",1,1,1,1,1,0,1,0,0
16712,2020,4/1/2020,Watertown Savings Bank,4,0,0,0,0,1,0,0,0
16713,2020,4/1/2020,JLK Insurance Group,70,1,0,0,1,0,0,0,0
16744,2020,4/2/2020,"Grippin, Donlan & Pinkham, PLC",7,1,1,0,1,0,1,0,0
16745,2020,4/2/2020,Exemplis LLC,3,1,0,0,0,1,0,0,0
16746,2020,4/2/2020,First Third Bank,112,1,1,1,1,1,1,0,0
16720,2020,4/2/2020,Sprint,3,0,0,1,0,0,1,0,0
16721,2020,4/2/2020,Mutual One Bank,1,0,0,0,0,1,0,0,0
16722,2020,4/2/2020,Main Street Bank,1,0,0,0,0,1,0,0,0
16723,2020,4/2/2020,Mutual One Bank,1,0,0,0,0,1,0,0,0
16724,2020,4/2/2020,"The Wahl Law Firm, PLLC",1,1,1,0,0,0,1,0,0
16725,2020,4/2/2020,Eagle Bank,20,0,0,0,0,1,0,0,0
16704,2020,4/2/2020,"Bolt Innovation Management, LLC",23,0,1,0,0,0,1,0,0
16709,2020,4/2/2020,ST MARYS CREDIT UNION,3,0,0,0,0,1,0,0,0
16741,2020,4/3/2020,"Napierski, VanDenburgh, Napierski & Oconnor, LLP",3,1,1,1,0,0,1,0,0
16742,2020,4/3/2020,"American Express Travel Related Services Company, Inc.",199,0,0,0,0,1,0,0,0
16743,2020,4/3/2020,Joliet Junior College,1,1,1,0,0,0,1,0,0
16739,2020,4/6/2020,NS Leasing LLC,155,1,1,1,1,0,1,0,0
16740,2020,4/6/2020,Winchester Savings Bank,4,0,1,0,0,1,0,0,0
16736,2020,4/6/2020,"Spinrite, Inc.",13,1,1,0,1,0,1,0,0
16737,2020,4/6/2020,ACORE Capital,2,1,1,0,0,0,1,0,0
16747,2020,4/6/2020,"SunBrite TV, LLC",11,1,0,0,0,1,1,0,0
16731,2020,4/7/2020,"Weber and Company, Inc.",1,1,1,0,1,0,1,0,0
16732,2020,4/7/2020,The Federal Savings Bank,7,0,1,0,1,1,1,0,0
16733,2020,4/7/2020,Glass & Shuffett Ltd.,2,1,1,0,1,0,1,0,0
16735,2020,4/7/2020,Raymond James,3,1,0,0,1,0,1,0,0
16748,2020,4/8/2020,"Residential Capital Partners, LLC",9,1,1,1,1,0,1,0,0
16726,2020,4/8/2020,Main Street Bank,3,0,0,0,0,1,0,0,0
16727,2020,4/8/2020,Mutual One Bank,1,0,0,0,0,1,0,0,0
16728,2020,4/8/2020,Mutual One Bank,1,0,0,0,0,1,0,0,0
16729,2020,4/8/2020,Mutual One Bank,1,0,0,0,0,1,0,0,0
16730,2020,4/8/2020,"TaxAct, Inc.",1,1,1,0,1,0,1,0,0
16774,2020,4/8/2020,"Grape Holding, NV",1926,1,0,0,0,1,0,0,0
16767,2020,4/9/2020,Bimba LLC,20,0,0,0,0,1,1,0,0
16768,2020,4/9/2020,TD Bank N.A.,1,0,0,0,1,0,1,0,0
16769,2020,4/9/2020,"Technique Golf, LLC dba Super Stroke USA",116,1,0,0,0,1,0,0,0
16770,2020,4/9/2020,"MUFG Union Bank, N.A.",1,0,0,0,0,1,1,0,0
16771,2020,4/9/2020,Sharon & Crescent United Credit Union,35,1,0,0,1,0,0,0,0
16772,2020,4/9/2020,Lincoln Financial Securities Corporation,1,1,1,1,1,0,1,0,0
16773,2020,4/9/2020,"American Express Travel Related Services Company, Inc.",2,0,0,0,0,1,0,0,0
16754,2020,4/9/2020,The Village Bank,21,0,0,0,0,1,0,0,0
16755,2020,4/10/2020,Tiger Chef,35,1,0,0,0,1,0,0,0
16765,2020,4/10/2020,"Wolf Principal Holdings, LP",23,1,1,0,1,0,1,0,0
16766,2020,4/10/2020,Winchester Savings Bank,2,0,0,0,1,1,0,0,0
16764,2020,4/12/2020,The King's College,1,0,1,0,0,0,1,0,0
16761,2020,4/13/2020,Hebrew Educational Alliance,1,1,1,1,1,1,1,0,0
16763,2020,4/13/2020,Intuit Inc.,6,1,1,1,0,0,1,0,0
16758,2020,4/14/2020,"Viscogliosi Bros., LLC",4,1,1,0,0,1,1,0,0
16759,2020,4/14/2020,St. Marys Credit Union,1,0,0,0,0,1,0,0,0
16760,2020,4/14/2020,Affordacare Urgent Care Clinics,3,1,1,0,0,0,1,0,0
16756,2020,4/14/2020,The Village Bank,1,0,0,0,0,1,0,0,0
16757,2020,4/15/2020,North Shore Bank,1,1,1,0,0,0,1,0,0
16749,2020,4/15/2020,Massachusetts General Hospital,2,1,1,0,0,0,1,0,0
16750,2020,4/15/2020,"U.S. Express Enterprises, Inc.",88,1,1,1,1,0,1,0,0
16751,2020,4/15/2020,Dynavax Technologies Corporation,3,1,1,0,1,0,1,0,0
16752,2020,4/15/2020,Mutual One Bank,1,0,0,0,0,1,0,0,0
16753,2020,4/15/2020,Providence St. Joseph Health,7,1,1,0,0,0,1,0,0
16777,2020,4/15/2020,Lee Holding Company a/k/a Lee Auto Malls,4,0,1,0,0,0,1,0,0
16778,2020,4/15/2020,Sprint,6,0,0,1,1,1,1,0,0
16805,2020,4/15/2020,TIAA,14,1,1,0,0,0,1,0,0
16806,2020,4/15/2020,"McCauley & Associates, LLC",5,0,1,1,1,0,1,0,0
16807,2020,4/15/2020,Dedham Savings,1,1,1,0,0,0,1,0,0
16808,2020,4/15/2020,Webster Five Cents Savings Bank,19,0,0,0,0,1,0,0,0
16800,2020,4/16/2020,"American Express Travel Related Services Company, Inc",7,0,0,0,0,1,0,0,0
16801,2020,4/16/2020,Dover Asia Trading Private Limited,1,1,0,1,0,0,1,0,0
16802,2020,4/16/2020,"Merritt Park Holdings, LLC, Hampshire Properties, LLC, and Hampshire Assets, LLC",5,1,1,1,1,0,1,0,0
16803,2020,4/16/2020,ExecuPharm Inc.,67,1,1,1,1,1,1,0,0
16804,2020,4/16/2020,"Fareway Stores, Inc",3,0,1,0,0,0,1,0,0
16791,2020,4/17/2020,Ambry Genetics Corporation,5437,1,1,0,0,0,1,0,0
16792,2020,4/17/2020,Squar Milner LLP,11,1,1,0,0,0,1,0,0
16793,2020,4/17/2020,"Fusion Management Services, LLC",146,1,1,0,0,0,1,0,0
16794,2020,4/17/2020,"Sawan Investment Corporation d/b/a Sleep Inn & Suites Near Downtown North -- Houston, TX",1,1,0,1,0,1,0,0,0
16795,2020,4/17/2020,Southwest Airlines Pilots Association (SWAPA),3,1,1,0,0,0,1,0,0
16797,2020,4/17/2020,The Village Bank Account Alert,3,0,0,0,0,1,0,0,0
16798,2020,4/17/2020,The Village Bank,6,0,0,0,0,1,0,0,0
16799,2020,4/17/2020,St Marys Credit Union,2,0,0,0,0,1,0,0,0
16790,2020,4/18/2020,"PrimoHoagies Franchising, Inc.",100,1,0,0,0,1,1,0,0
16796,2020,4/20/2020,TD Bank N.A.,2,1,1,1,1,0,1,0,0
16783,2020,4/20/2020,Angeles Wealth Management,2,1,0,0,1,0,1,0,0
16784,2020,4/20/2020,Volusion LLC,11673,0,0,0,0,1,0,0,0
16785,2020,4/20/2020,Silicon Valley Community Foundation,45,1,0,1,0,0,1,0,0
16786,2020,4/20/2020,Beaumont Health,17,1,1,0,0,0,0,0,0
16787,2020,4/20/2020,"American Express Travel Related Services Company, Inc.",1,0,0,0,0,1,0,0,0
16788,2020,4/20/2020,The Village Bank,2,0,0,0,0,1,0,0,0
16789,2020,4/20/2020,The Village Bank,1,0,0,0,0,1,0,0,0
16779,2020,4/21/2020,"Presidio, Inc.",202,1,1,0,1,0,1,0,0
16780,2020,4/21/2020,"QCI Asset Management, Inc.",2,1,1,0,0,0,1,0,0
16781,2020,4/21/2020,Seamen's Bank,1,1,0,0,1,0,0,0,0
16782,2020,4/21/2020,Lakeland Community College,19,1,1,0,1,0,1,0,0
16809,2020,4/21/2020,Main Street Bank,1,0,0,0,0,1,0,0,0
16810,2020,4/21/2020,Oxfam America Inc.,839,1,1,0,0,0,1,0,0
16855,2020,4/21/2020,Lincoln Savings Bank,1,1,1,0,0,0,1,0,0
16856,2020,4/21/2020,"Tupperware U.S., Inc.",59,1,0,0,0,1,0,0,0
16857,2020,4/21/2020,Luxe Energy LLC,1,1,1,0,0,0,1,0,0
16859,2020,4/21/2020,"American Express Travel Related Services Company, Inc",6,0,0,0,0,1,0,0,0
16850,2020,4/22/2020,Rockland Trust,1,1,0,0,1,0,1,0,0
16854,2020,4/22/2020,"Wells Fargo Bank, N.A.",22,1,0,0,1,0,1,0,0
16845,2020,4/23/2020,"Transamerica, LLC and its affiliates",1,1,0,0,1,0,1,0,0
16846,2020,4/23/2020,"Nutiva, Inc",2,1,0,0,1,0,1,0,0
16840,2020,4/23/2020,Massachusetts State College Building Authority,41,1,1,0,1,0,1,0,0
16841,2020,4/23/2020,St Marys Credit Union,3,0,0,0,0,1,0,0,0
16842,2020,4/23/2020,"Sanborn-Tuepker Associates, P.C.",17,1,1,1,1,0,1,0,0
16830,2020,4/24/2020,United Cerebral Palsy Heartland,1,1,1,1,1,0,1,0,0
16831,2020,4/24/2020,FRB Federal Credit Union,41,1,1,1,1,1,1,0,0
16832,2020,4/24/2020,Timothy S. Hart Tax Law Group,6,1,1,0,0,0,1,0,0
16834,2020,4/24/2020,The Village Bank,1,0,0,0,0,1,0,0,0
16836,2020,4/24/2020,The Village Bank,4,0,0,0,0,1,0,0,0
16829,2020,4/25/2020,Daniel Bendetowicz MD PA,13,1,1,0,0,0,1,0,0
16822,2020,4/27/2020,"Ray Insurance Agency, Inc.",15,1,0,1,0,0,1,0,0
16823,2020,4/27/2020,"American Express Travel Related Services Company, Inc.",5,0,0,0,0,1,0,0,0
16824,2020,4/27/2020,St Marys Credit Union,10,0,0,0,0,1,0,0,0
16826,2020,4/27/2020,Meridian Health Services Corp,10,1,1,1,1,1,1,0,0
16827,2020,4/27/2020,State Street Bank & Trust Company,2,1,0,0,1,0,0,0,0
16828,2020,4/27/2020,The Village Bank,2,0,0,0,0,1,0,0,0
16821,2020,4/28/2020,"Timberland Investment Resources, LLC",12,1,1,1,1,1,1,0,0
16811,2020,4/29/2020,Massachusetts Eye and Ear,1,1,0,0,0,0,0,0,0
16813,2020,4/29/2020,Spaulding Rehabilitatioin Network,1,1,1,0,0,0,1,0,0
16814,2020,4/29/2020,Mutual One Bank,1,0,0,0,0,1,0,0,0
16815,2020,4/29/2020,Mutual One Bank,1,0,0,0,0,1,0,0,0
16816,2020,4/29/2020,"KandyPens, Inc.",1646,1,0,0,0,1,0,0,0
16817,2020,4/29/2020,Main Street Bank,2,0,0,0,0,1,0,0,0
16818,2020,4/29/2020,Mutual One Bank,1,0,0,0,0,1,0,0,0
16819,2020,4/29/2020,Main Street Bank,1,0,0,0,0,1,0,0,0
16820,2020,4/29/2020,Main Street Bank,2,0,0,0,0,1,0,0,0
16860,2020,4/29/2020,Bank of America,2,1,1,0,1,0,1,0,0
16861,2020,4/29/2020,Bank of America,2,1,1,1,1,0,1,0,0
16884,2020,4/29/2020,St Marys Credit Union,1,0,0,0,0,1,0,0,0
16885,2020,4/29/2020,St Marys Credit Union,2,0,0,0,0,1,0,0,0
16886,2020,4/29/2020,"Capital Brands Distibution, LLC",83,1,0,0,0,1,0,0,0
16887,2020,4/29/2020,UniCarriers Americas Corporation,9,1,1,0,0,0,1,0,0
16875,2020,4/30/2020,"MBS Textbook Exchange, LLC",45,1,0,0,0,1,0,0,0
16876,2020,4/30/2020,2Life Communities,1,1,1,0,0,0,1,0,0
16878,2020,4/30/2020,"American Express Travel Related Services Company, Inc.",4,0,0,0,0,1,0,0,0
16879,2020,4/30/2020,"American Express Travel Related Services Company, Inc.",1,0,0,0,0,1,0,0,0
16880,2020,4/30/2020,"Lifesprk, LLC",3,1,1,0,0,0,1,0,0
16881,2020,4/30/2020,TD Bank N.A.,65,1,1,0,1,0,1,0,0
16882,2020,4/30/2020,Eagle Bank,3,0,0,0,0,1,0,0,0
16883,2020,4/30/2020,Averett University,3,0,1,0,0,0,1,0,0
16872,2020,5/1/2020,The City of Fort Lauderdale,14,0,1,0,0,0,1,0,0
16873,2020,5/1/2020,"McKissock Investment Holdings, LLC",9,1,0,1,0,0,1,0,0
16866,2020,5/4/2020,Pacific Press Publishing Association,110,1,0,0,0,1,1,0,0
16867,2020,5/4/2020,Savers Bank,2,0,0,0,0,1,0,0,0
16868,2020,5/4/2020,Peregrine Corporation d/b/a PSL Services,14,1,1,0,1,0,1,0,0
16869,2020,5/4/2020,"Environmental Data Resources, LLC",16,1,1,1,1,1,1,0,0
16870,2020,5/4/2020,The Village Bank,3,0,0,0,0,1,0,0,0
16871,2020,5/4/2020,The Village Bank,1,0,0,0,0,1,0,0,0
16864,2020,5/5/2020,Impact Mobile Home Communities,13,1,1,0,1,0,1,0,0
16865,2020,5/5/2020,Watertown Savings Bank,25,0,0,0,0,1,0,0,0
16862,2020,5/6/2020,"Chegg, Inc.",1,1,1,0,0,0,1,0,0
16863,2020,5/6/2020,Aroma Joe¶s Franchising LLC,6,1,1,1,1,0,1,0,0
16888,2020,5/6/2020,Haynie & Company Certified Public Accountants Inc.,1,1,1,0,0,0,1,0,0
16889,2020,5/6/2020,"Santander Bank, N.A.",8,1,1,1,1,0,1,0,0
16843,2020,5/6/2020,Main Street Bank,5,0,0,0,0,1,0,0,0
16839,2020,5/6/2020,Main Street Bank,8,0,0,0,0,1,0,0,0
16921,2020,5/7/2020,Atria Wellth Solutions,125,1,1,0,0,0,1,0,0
16922,2020,5/7/2020,Moorestown Visiting Nurse Association,10,0,1,0,0,0,1,0,0
16924,2020,5/7/2020,People's United Bank,1,1,1,0,0,0,1,0,0
16925,2020,5/7/2020,"Burch & Cracchiolo, P.A.",2,1,1,0,0,0,1,0,0
16926,2020,5/7/2020,Savers Bank,1,0,0,0,0,1,0,0,0
16927,2020,5/7/2020,Principal Life Insurance Company,86,1,1,0,0,0,1,0,0
16928,2020,5/7/2020,Baltimore Museum of Art,6,1,1,0,1,0,1,0,0
16929,2020,5/7/2020,Savers Bank,1,0,0,0,0,1,0,0,0
16930,2020,5/7/2020,Savers Bank,2,0,0,0,0,1,0,0,0
16931,2020,5/7/2020,Savers Bank,1,0,0,0,0,1,0,0,0
16932,2020,5/7/2020,Savers Bank,1,0,0,0,0,1,0,0,0
16933,2020,5/7/2020,Savers Bank,2,0,0,0,0,1,0,0,0
16934,2020,5/7/2020,Doctors Community Medical Center,8,1,1,0,0,0,1,0,0
16910,2020,5/8/2020,District Medical Group,1,0,1,0,0,0,1,0,0
16911,2020,5/8/2020,"Orbit Irrigation Products, LLC",1,1,0,0,0,1,0,0,0
16912,2020,5/8/2020,"Carestream Health, Inc.",13,1,1,0,1,0,1,0,0
16913,2020,5/8/2020,"Hepaco, LLC",7,1,1,0,1,1,1,0,0
16914,2020,5/8/2020,The Village Bank,1,0,0,0,0,1,0,0,0
16915,2020,5/8/2020,"API Source, Inc.",44,0,0,0,0,1,1,0,0
16916,2020,5/8/2020,VP Supply Corp.,0,1,1,1,1,0,1,0,0
16917,2020,5/8/2020,"American Stock Transfer & Trust Company, LLC",1,1,0,0,1,0,0,0,0
16919,2020,5/8/2020,TD Bank N.A.,1,1,1,0,1,1,1,0,0
16920,2020,5/8/2020,Mille Lacs Health System,1,1,1,0,0,0,1,0,0
16909,2020,5/9/2020,"Exeter Health Resources, Inc.",389,0,1,0,1,0,1,0,0
16901,2020,5/11/2020,"Magellan Health, Inc.",14997,1,1,0,1,1,1,0,0
16902,2020,5/11/2020,"Curtain Care Plus, Inc.",5,1,1,0,1,0,1,0,0
16903,2020,5/11/2020,St. Marys Credit Union,1,0,0,0,0,1,0,0,0
16904,2020,5/11/2020,St. Marys Credit Union,4,0,0,0,0,1,0,0,0
16905,2020,5/11/2020,Massachusetts Bay Community College,64,1,0,0,1,0,1,0,0
16906,2020,5/11/2020,Salem Five Cents Savings Bank,1,0,0,0,0,1,1,0,0
16907,2020,5/11/2020,Intuit Inc.,1,0,1,1,0,0,1,0,0
16896,2020,5/12/2020,Academy Mortgage Corp.,2,1,1,1,1,0,1,0,0
16897,2020,5/12/2020,"Wells Fargo Bank, N.A.",11,1,0,0,1,0,1,0,0
16898,2020,5/12/2020,Western New England University,1,1,1,0,0,0,1,0,0
16900,2020,5/12/2020,Webster Five Cents Savings Bank,11,0,0,0,0,1,0,0,0
16923,2020,5/13/2020,U.S. Bank,1,1,1,0,0,0,1,0,0
16890,2020,5/13/2020,Mutual One Bank,1,0,0,0,0,1,0,0,0
16891,2020,5/13/2020,Eastern Bank,2670,0,0,0,0,1,0,0,0
16892,2020,5/13/2020,The Commonwealth of Massachusetts Department of Revenue,1,1,1,0,0,0,1,0,0
16893,2020,5/13/2020,Tufts University,14,1,1,0,0,0,1,0,0
16894,2020,5/13/2020,Mutual One Bank,1,0,0,0,0,1,0,0,0
16895,2020,5/13/2020,U.S. Bank,1,1,1,0,0,0,1,0,0
16960,2020,5/13/2020,Brandywine Counseling and Community,16,1,1,0,0,0,1,0,0
16956,2020,5/14/2020,Reedman Toll Auto World,10,1,1,1,0,0,1,0,0
16957,2020,5/14/2020,"PCL Constructors, Inc.",7,0,1,0,0,0,1,0,0
16958,2020,5/14/2020,The Village Bank,1,0,0,0,0,1,0,0,0
16959,2020,5/14/2020,Salem Five Cents Savings Bank,1,0,0,0,0,1,0,0,0
16950,2020,5/15/2020,Sunrise Community Health,2,0,0,0,1,0,1,0,0
16951,2020,5/15/2020,"uDocor, Inc. dba Proceilingtiles.com",44,1,0,0,0,1,0,0,0
16952,2020,5/15/2020,Firstmark Services,1,1,0,0,1,0,0,0,0
16953,2020,5/15/2020,"The Stop & Shop Supermarket Co., LLC",75,1,0,0,0,1,0,0,0
16954,2020,5/15/2020,"The Stop & Shop Supermarket Co., LLC",2,1,0,0,0,1,0,0,0
16955,2020,5/15/2020,The Village Bank,1,0,0,0,0,1,0,0,0
16949,2020,5/17/2020,ABC Imaging of Washington,1,1,0,0,1,0,0,0,0
16943,2020,5/18/2020,"Norton Life Lock, Inc.",4,0,1,0,1,0,1,0,0
16944,2020,5/18/2020,Prime Communications,49,1,1,0,0,0,1,0,0
16945,2020,5/18/2020,Woodlawn Dental Center,1,1,1,0,0,0,1,0,0
16946,2020,5/18/2020,St. Marys Credit Union,1,0,0,0,0,1,0,0,0
16947,2020,5/18/2020,"Doug Atkins CFC, Inc. dba Eagle Financial Designs",1,1,0,0,1,0,0,0,0
16948,2020,5/18/2020,Savers Bank,1,0,0,0,0,1,0,0,0
16941,2020,5/19/2020,"American Express Travel Related Services Company, Inc.",607,0,0,0,0,1,0,0,0
16935,2020,5/20/2020,Arkansas Teacher Retirement System,24,1,1,0,0,0,1,0,0
16936,2020,5/20/2020,Eli Lilly and Company,7,1,1,0,0,0,1,0,0
16937,2020,5/20/2020,Main Street Bank,1,0,0,0,0,1,0,0,0
16938,2020,5/20/2020,Salem Five Cents Savings Bank,1,0,0,0,0,1,0,0,0
16939,2020,5/20/2020,"RH White Companies, Inc.",663,0,0,0,0,0,1,0,0
16940,2020,5/20/2020,Savers Bank,1,0,0,0,0,1,0,0,0
16961,2020,5/20/2020,"Audio Visual Services Group, LLC. Dba PSAV",78,1,1,0,0,0,1,0,0
16962,2020,5/20/2020,Bank of America,177,1,1,0,0,0,1,0,0
16963,2020,5/20/2020,"Wells Fargo Bank, N.A.",8,1,0,0,1,0,0,0,0
16991,2020,5/20/2020,City of Torrance,4,0,1,1,1,0,1,0,0
16992,2020,5/20/2020,Allegheny Intermediate Unit,74,0,1,1,0,0,1,0,0
16988,2020,5/21/2020,"Gustafson & Company, LLC",7,1,1,0,1,0,1,0,0
16990,2020,5/21/2020,American Express Travel Related Services Group,1,0,0,0,0,1,0,0,0
16984,2020,5/22/2020,Cincinnati Parks Foundation,4,1,1,0,1,0,1,0,0
16985,2020,5/22/2020,TRH Financial LLC dba Hawkins Wealth Management,2,0,1,0,0,0,1,0,0
16986,2020,5/22/2020,Salem Five Cents Savings Bank,2,0,0,0,1,0,0,0,0
16987,2020,5/22/2020,TD Bank N.A.,2,1,1,1,1,0,1,0,0
16994,2020,5/22/2020,Sceptre Hospitality Resources,43,0,0,0,0,1,0,0,0
16983,2020,5/23/2020,The Richards Group,4,1,1,0,0,0,1,0,0
16995,2020,5/26/2020,"Milestones Financial Planning, LLC d/b/a Fox & Company Wealth Management",10,1,1,1,1,0,1,0,0
16973,2020,5/26/2020,"Duben & Associates, Inc.",2,0,1,0,0,0,1,0,0
16974,2020,5/26/2020,Moffat & Nichol,1,1,1,0,1,0,1,0,0
16975,2020,5/26/2020,"Compas Health, Inc. d/b/a Compass Health Network",3,0,1,0,0,0,1,0,0
16976,2020,5/26/2020,Princeton Community Hospital,1,0,1,0,1,0,1,0,0
16977,2020,5/26/2020,Volk Optical Inc.,8,0,0,0,0,1,0,0,0
16978,2020,5/26/2020,Emerson Hospital,3127,0,1,0,0,0,1,0,0
16979,2020,5/26/2020,State Street Bank,17,0,0,0,1,0,0,0,0
16980,2020,5/26/2020,Quest Education LLC,17,1,1,0,1,0,1,0,0
16981,2020,5/26/2020,Nordic Village Resort,16,1,0,0,0,1,0,0,0
16982,2020,5/26/2020,"Wells Fargo Bank, N.A.",4,1,1,0,1,0,1,0,0
16964,2020,5/27/2020,"D'Amore Tatman Group, LLC",1,1,1,0,1,0,1,0,0
16965,2020,5/27/2020,"Mat-Su Surgical Associates, APC",1,1,1,0,0,0,1,0,0
16966,2020,5/27/2020,"Franty & Company, P.C.",2,1,1,0,1,0,1,0,0
16967,2020,5/27/2020,Mutual One Bank,1,0,0,0,0,1,0,0,0
16968,2020,5/27/2020,Main Street Bank,1,0,0,0,0,1,0,0,0
16969,2020,5/27/2020,Mutual One Bank,1,0,0,0,0,1,0,0,0
16970,2020,5/27/2020,Lakewood Church,1,1,0,1,0,0,1,0,0
16971,2020,5/27/2020,"H.T.L. Perma USA, LTD",1,1,1,0,0,0,1,0,0
16972,2020,5/27/2020,Weston Presidio,3,1,1,0,1,0,1,0,0
16996,2020,5/27/2020,"AMIkids, Inc.",9,1,1,1,1,0,1,0,0
16997,2020,5/27/2020,Therapia Staffing,1,1,1,0,0,0,1,0,0
16998,2020,5/27/2020,Symbotic LLC,30,0,1,1,0,0,1,0,0
16999,2020,5/27/2020,"Hello Doggie, Inc.",18,1,1,0,1,0,1,0,0
16993,2020,5/27/2020,"Vishay Precision Group, Inc.",2,0,1,0,1,0,1,0,0
17033,2020,5/27/2020,"Yount, Hyde & Barbour, PC",24,1,1,0,0,0,1,0,0
17034,2020,5/27/2020,Mabrey Bank,4,0,0,0,1,0,0,0,0
17035,2020,5/28/2020,Amtrak,533,1,0,0,0,0,1,0,0
17026,2020,5/28/2020,"Dogeared, Inc.",71,0,0,0,0,1,0,0,0
17027,2020,5/28/2020,"H.O. Penn Machinery Company, Inc.",1,1,0,0,1,0,0,0,0
17028,2020,5/28/2020,Boston University,1,1,1,0,0,0,1,0,0
